"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +/- TIC Scan 02_A1.d    ***NO DATA POINTS***"
"No integration results available"
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@10.0 (572.0 -> 295.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"6" ,1.665,1.769,1.802,18.75,72.90,14.12,16.68,5.93,0.137,0.093,61.08,64.15,1.630,1.662,1.785,1.810,61.08,59.54,0.40,78.65,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"7" ,1.802,1.826,1.875,18.43,43.86,8.50,16.40,3.57,0.073,0.037,64.15,60.36,1.785,1.810,1.867,1.900,59.54,58.71,1.15,77.69,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"8" ,1.875,1.982,2.014,23.26,92.36,17.89,20.69,7.52,0.139,0.078,60.36,71.90,1.867,1.900,1.998,2.031,58.71,57.14,0.43,80.77,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"9" ,2.014,2.055,2.113,25.79,98.05,19.00,22.94,7.98,0.099,0.087,71.90,62.03,1.998,2.031,2.097,2.129,57.14,56.03,1.29,82.46,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"10" ,2.113,2.162,2.195,12.27,46.70,9.05,10.92,3.80,0.082,0.091,62.03,60.23,2.097,2.129,2.187,2.212,56.03,55.10,0.75,67.75,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"11" ,2.195,2.220,2.259,12.50,27.61,5.35,11.12,2.25,0.064,0.038,60.23,54.38,2.187,2.212,2.277,2.385,55.10,54.38,1.06,67.33,,,  ,169.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 25: m7G 1.498: +ESI MRM Frag=166.0V CID@6.0 (298.0 -> 166.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,1.392,1.498,1.849,564615.04,3044531.08,100.00,100.00,100.00,0.457,0.082,135.28,894.32,1.246,1.376,1.972,2.005,90.98,161.52,1.60,564722.38,,,  ,166.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 26: cmnm5s2U 1.756: +ESI MRM Frag=166.0V CID@12.0 (348.0 -> 141.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,1.024,1.057,1.154,3.30,8.85,40.58,39.99,5.55,0.130,0.044,45.82,45.87,0.910,1.016,1.138,1.179,45.82,45.87,1.90,49.13,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,1.172,1.211,1.236,2.10,4.04,18.53,25.44,2.53,0.063,0.031,45.88,46.42,1.138,1.179,1.228,1.236,45.88,45.91,0.79,48.00,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,1.236,1.268,1.301,8.25,18.91,86.73,100.00,11.85,0.065,0.036,46.42,48.18,1.228,1.236,1.293,1.301,45.91,45.93,1.05,54.17,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"4" ,1.301,1.333,1.410,5.21,13.44,61.63,63.22,8.42,0.110,0.049,48.18,45.98,1.293,1.301,1.399,1.431,45.93,45.98,1.11,51.16,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"5" ,1.431,1.496,1.545,7.31,20.46,93.84,88.66,12.82,0.114,0.039,45.99,46.99,1.399,1.431,1.537,1.545,45.99,46.03,0.94,53.33,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"6" ,1.545,1.577,1.610,5.46,12.60,57.78,66.18,7.90,0.065,0.050,46.99,47.27,1.537,1.545,1.610,1.618,46.03,46.06,1.00,51.50,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"7" ,1.610,1.642,1.700,7.44,16.79,77.01,90.22,10.52,0.090,0.034,47.27,46.10,1.610,1.618,1.732,1.757,46.06,46.10,1.17,53.51,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"8" ,1.758,1.789,1.823,1.33,2.12,9.74,16.16,1.33,0.064,0.028,45.91,45.89,1.732,1.757,1.822,1.830,45.91,45.89,0.79,47.24,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"9" ,1.831,1.863,1.912,0.97,1.63,7.50,11.76,1.02,0.081,0.029,45.89,45.88,1.822,1.830,1.896,1.912,45.89,45.87,0.89,46.86,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"10" ,1.912,1.945,1.997,2.01,3.94,18.05,24.32,2.47,0.085,0.031,45.88,45.86,1.896,1.912,1.994,2.002,45.87,45.86,1.02,47.87,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"11" ,2.006,2.093,2.134,6.07,21.80,100.00,73.62,13.67,0.128,0.052,46.22,46.85,1.994,2.002,2.126,2.134,46.22,46.27,0.50,52.33,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"12" ,2.134,2.167,2.228,5.38,14.94,68.52,65.29,9.36,0.094,0.057,46.85,46.31,2.126,2.134,2.282,2.356,46.27,46.31,1.15,51.67,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"13" ,2.357,2.389,2.447,2.81,5.17,23.70,34.10,3.24,0.090,0.030,45.84,45.82,2.282,2.356,2.439,2.447,45.84,45.82,1.03,48.64,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"14" ,2.447,2.480,2.529,3.75,6.78,31.09,45.49,4.25,0.082,0.030,45.92,45.92,2.439,2.447,2.521,2.529,45.92,45.92,0.99,49.67,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"15" ,2.529,2.562,2.619,1.04,2.19,10.03,12.58,1.37,0.090,0.032,45.92,45.76,2.521,2.529,2.611,2.628,45.78,45.76,0.89,46.81,,,  ,141.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"16" ,2.751,2.783,2.857,2.86,5.89,27.00,34.67,3.69,0.106,0.030,45.69,45.77,2.693,2.751,2.890,2.898,45.69,45.66,1.41,48.54,,,  ,141.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 26: cmnm5s2U 1.756: +ESI MRM Frag=166.0V CID@8.0 (348.0 -> 216.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.958,1.040,1.129,300.46,1301.77,38.43,50.30,27.76,0.171,0.068,55.98,55.98,0.910,0.959,1.138,1.170,55.98,55.98,0.89,356.43,,,  ,216.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,1.667,1.756,1.936,597.37,3387.17,100.00,100.00,72.24,0.269,0.090,47.62,48.93,1.602,1.667,1.928,1.944,47.62,47.92,1.65,645.09,,,  ,216.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 27: Cm 1.884: +ESI MRM Frag=166.0V CID@8.0 (258.0 -> 112.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,1.762,1.884,2.187,80481.47,459217.40,100.00,100.00,100.00,0.426,0.088,74.39,199.93,1.704,1.737,2.360,2.385,60.90,62.13,1.38,80542.73,,,  ,112.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 28: cm5U 1.498: +ESI MRM Frag=166.0V (303.1 -> 171.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,1.466,1.498,1.566,18.10,47.17,100.00,100.00,64.55,0.100,0.036,51.33,51.33,1.424,1.433,1.587,1.595,51.33,51.33,2.33,69.43,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,1.622,1.652,1.688,8.91,19.78,41.94,49.24,27.07,0.065,0.036,51.33,51.33,1.587,1.595,1.726,1.734,51.33,51.33,1.21,60.24,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,2.941,2.957,2.979,6.36,6.13,12.99,35.12,8.39,0.038,0.017,51.33,51.33,2.916,2.924,3.015,3.031,51.33,51.33,1.39,57.69,,,  ,171.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 29: cmo5U 2.447: +ESI MRM Frag=166.0V CID@4.0 (319.0 -> 187.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,2.258,2.447,2.871,1485.40,20815.67,100.00,100.00,100.00,0.613,0.249,48.77,48.60,2.241,2.266,2.866,2.898,48.77,48.60,1.75,1534.11,,,  ,187.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 30: ncm5s2U 3.308: +ESI MRM Frag=166.0V CID@16.0 (318.0 -> 169.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,2.456,2.506,2.537,6.95,17.60,19.96,29.97,4.64,0.080,0.041,46.84,48.60,2.440,2.465,2.531,2.563,46.84,48.60,0.88,54.88,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,2.652,2.678,2.710,5.64,7.39,8.39,24.32,1.95,0.058,0.017,48.77,48.87,2.621,2.645,2.735,2.768,48.77,48.87,1.16,54.45,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,2.916,2.973,3.017,18.38,41.13,46.66,79.25,10.84,0.101,0.036,49.22,49.39,2.874,2.923,3.022,3.039,49.22,49.39,1.08,67.69,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"4" ,3.035,3.055,3.079,5.54,8.17,9.27,23.88,2.15,0.044,0.030,49.42,49.50,3.022,3.039,3.080,3.096,49.42,49.50,1.43,54.99,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"5" ,3.083,3.145,3.153,5.54,11.06,12.54,23.89,2.91,0.070,0.035,49.50,49.62,3.080,3.096,3.162,3.178,49.50,49.62,0.13,55.15,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"6" ,3.185,3.211,3.265,6.38,13.17,14.94,27.51,3.47,0.080,0.033,49.68,49.81,3.162,3.178,3.260,3.276,49.68,49.81,2.18,56.10,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"7" ,3.278,3.309,3.342,10.65,16.92,19.19,45.93,4.46,0.063,0.023,49.84,50.63,3.260,3.276,3.325,3.350,49.84,49.95,1.01,60.54,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"8" ,3.342,3.432,3.464,23.19,88.15,100.00,100.00,23.22,0.123,0.064,50.63,61.20,3.325,3.350,3.448,3.473,49.95,50.16,0.52,73.29,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"9" ,3.464,3.481,3.544,19.30,56.97,64.63,83.22,15.01,0.079,0.071,61.20,50.29,3.448,3.473,3.563,3.603,50.16,50.29,1.62,69.48,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"10" ,3.726,3.791,3.802,6.42,18.42,20.89,27.69,4.85,0.075,0.062,49.64,49.69,3.677,3.701,3.799,3.823,49.64,49.69,0.12,56.10,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"11" ,3.810,3.888,3.960,17.68,60.66,68.81,76.24,15.98,0.150,0.040,49.69,49.78,3.799,3.823,3.961,3.986,49.69,49.78,1.05,67.42,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"12" ,4.013,4.043,4.066,8.28,12.26,13.90,35.69,3.23,0.053,0.026,49.11,48.88,3.961,3.986,4.108,4.124,49.11,48.88,0.56,57.26,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"13" ,4.124,4.156,4.188,15.71,27.73,31.45,67.75,7.30,0.064,0.030,46.68,46.02,4.108,4.124,4.189,4.213,46.68,46.02,0.92,62.06,,,  ,169.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 30: ncm5s2U 3.308: +ESI MRM Frag=166.0V CID@4.0 (318.0 -> 186.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,2.377,2.406,2.485,4.41,13.79,9.16,12.57,4.04,0.109,0.069,46.47,46.47,2.209,2.275,2.472,2.563,46.47,46.47,2.72,50.88,,,  ,186.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,3.137,3.170,3.210,7.26,19.86,13.20,20.69,5.81,0.073,0.053,46.47,48.36,2.939,3.129,3.202,3.219,46.47,46.47,1.60,53.73,,,  ,186.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,3.210,3.308,3.390,35.09,150.45,100.00,100.00,44.04,0.180,0.046,48.36,50.54,3.202,3.219,3.358,3.440,46.47,46.47,1.27,81.56,,,  ,186.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"4" ,3.423,3.472,3.546,16.61,48.01,31.91,47.35,14.05,0.123,0.040,49.31,46.82,3.358,3.440,3.546,3.619,46.47,46.47,0.45,63.09,,,  ,186.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"5" ,3.621,3.685,3.717,11.36,33.38,22.18,32.36,9.77,0.097,0.053,46.47,48.61,3.546,3.619,3.709,3.717,46.47,46.47,0.53,57.83,,,  ,186.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"6" ,3.717,3.750,3.799,11.05,29.63,19.69,31.48,8.67,0.081,0.047,48.61,47.71,3.709,3.717,3.790,3.799,46.47,46.47,1.20,57.52,,,  ,186.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"7" ,3.799,3.831,3.892,17.35,37.14,24.69,49.44,10.87,0.093,0.033,47.71,46.47,3.790,3.799,3.872,4.010,46.47,46.47,1.19,63.82,,,  ,186.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"8" ,4.012,4.043,4.083,5.65,9.38,6.24,16.09,2.75,0.071,0.028,46.47,46.47,3.872,4.010,4.051,4.099,46.47,46.47,0.94,52.12,,,  ,186.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 31: rG 3.289: +ESI MRM Frag=166.0V CID@9.0 (284.0 -> 152.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,3.122,3.289,3.686,10001601.83,75868903.91,100.00,100.00,100.00,0.564,0.118,2492.46,14189.60,2.998,3.056,4.110,4.118,70.01,87.82,1.28,10001677.00,,,  ,152.0,,,,,,,,S,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 32: I 3.589: +ESI MRM Frag=166.0V CID@8.0 (269.0 -> 137.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,3.442,3.589,3.940,477108.98,3180561.07,100.00,100.00,100.00,0.499,0.101,588.88,1194.41,3.392,3.409,3.981,3.989,50.64,50.64,1.25,477159.63,,,  ,137.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 33: f5C 3.294: +ESI MRM Frag=166.0V CID@4.0 (272.1 -> 140.1) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,2.640,2.672,2.729,14.93,32.28,8.50,18.96,6.23,0.089,0.035,47.07,47.17,2.582,2.631,2.770,2.802,47.07,46.79,1.43,61.90,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,2.802,2.835,2.893,6.95,19.89,5.24,8.83,3.84,0.090,0.051,46.65,47.58,2.770,2.802,2.893,2.974,46.65,47.58,1.91,53.94,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,3.207,3.294,3.444,78.74,379.54,100.00,100.00,73.27,0.237,0.063,48.93,49.65,3.131,3.204,3.449,3.482,48.93,49.65,1.57,127.94,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"4" ,3.924,3.989,4.005,12.38,28.07,7.40,15.72,5.42,0.081,0.033,50.96,56.46,3.809,3.883,3.997,4.005,50.96,50.54,0.27,63.00,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"5" ,4.005,4.030,4.058,12.75,22.94,6.04,16.20,4.43,0.052,0.034,56.46,50.27,3.997,4.005,4.079,4.144,50.54,50.27,0.63,63.17,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"6" ,4.425,4.477,4.541,13.42,35.28,9.29,17.04,6.81,0.116,0.034,47.53,45.95,4.396,4.437,4.542,4.566,47.53,45.95,1.16,60.23,,,  ,140.1,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 34: rA 3.598: +ESI MRM Frag=166.0V CID@12.0 (268.0 -> 136.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,3.450,3.598,3.949,9542837.15,60150658.32,100.00,100.00,100.00,0.498,0.095,7524.01,18344.70,3.286,3.319,4.364,4.412,106.85,106.85,1.18,9542944.00,,,  ,136.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 35: s2U 4.055: +ESI MRM Frag=166.0V (261.0 -> 129.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,3.941,4.055,4.339,38473.52,192612.68,100.00,100.00,100.00,0.399,0.076,69.94,126.18,3.835,3.851,4.388,4.405,61.94,80.90,1.42,38540.88,,,  ,129.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 36: 15N-dA 3.754: +ESI MRM Frag=166.0V CID@10.0 (257.0 -> 141.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,3.632,3.754,4.056,131040.04,689670.84,100.00,100.00,100.00,0.424,0.080,64.61,279.40,3.566,3.624,4.096,4.105,64.61,235.59,1.27,131153.89,,,  ,141.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 37: mo5U 3.294: +ESI MRM Frag=166.0V CID@4.0 (275.0 -> 143.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
