"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +/- TIC Scan 02_A1.d    ***NO DATA POINTS***"
"No integration results available"
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@10.0 (572.0 -> 295.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.029,0.062,0.136,8.91,31.41,10.25,10.67,6.06,0.107,0.060,50.26,47.10,0.029,0.046,0.136,0.145,45.76,45.76,2.51,54.66,,,  ,158.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,0.136,0.178,0.210,10.47,25.84,8.43,12.54,4.99,0.074,0.037,47.10,47.94,0.136,0.145,0.210,0.218,45.76,45.76,0.99,56.22,,,  ,158.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,0.260,0.284,0.325,6.99,19.51,6.37,8.37,3.76,0.065,0.047,50.93,47.26,0.260,0.268,0.325,0.333,45.76,45.76,1.99,52.74,,,  ,158.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"4" ,0.779,0.847,0.921,83.48,306.45,100.00,100.00,59.14,0.142,0.055,49.52,56.53,0.758,0.766,0.913,0.929,49.52,49.28,1.41,132.89,,,  ,158.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"5" ,0.921,0.953,0.982,13.33,28.17,9.19,15.96,5.44,0.061,0.046,56.53,49.18,0.913,0.929,0.978,0.986,49.28,49.18,0.48,62.55,,,  ,158.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"6" ,1.140,1.197,1.238,17.54,57.70,18.83,21.01,11.14,0.098,0.050,49.29,54.72,1.108,1.108,1.230,1.230,48.91,48.74,0.64,66.35,,,  ,158.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"7" ,1.238,1.254,1.330,12.03,25.96,8.47,14.41,5.01,0.092,0.037,54.72,48.59,1.230,1.230,1.336,1.344,48.74,48.59,2.08,60.74,,,  ,158.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"8" ,1.691,1.735,1.784,7.85,23.11,7.54,9.41,4.46,0.093,0.049,47.97,48.91,1.670,1.686,1.784,1.792,47.97,47.81,1.33,55.75,,,  ,158.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 11: m1A 0.954: +ESI MRM Frag=166.0V CID@16.0 (282.0 -> 150.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.905,0.954,1.076,476.28,1832.90,100.00,100.00,85.32,0.171,0.059,68.68,60.31,0.807,0.831,1.059,1.100,54.14,54.14,2.13,530.42,,,  ,150.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,1.222,1.320,1.369,32.67,159.67,8.71,6.86,7.43,0.147,0.093,61.88,56.89,1.222,1.271,1.352,1.385,54.14,54.14,0.49,86.81,,,  ,150.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,1.369,1.417,1.564,31.60,155.74,8.50,6.64,7.25,0.195,0.071,56.89,57.41,1.352,1.385,1.515,1.605,54.14,54.14,3.90,85.74,,,  ,150.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 12: ho5U 1.353: +ESI MRM Frag=166.0V CID@1.0 (261.0 -> 129.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.834,0.905,1.083,331.53,1587.41,30.52,32.00,23.39,0.248,0.075,46.66,51.03,0.701,0.832,1.076,1.133,46.66,51.03,1.62,379.44,,,  ,129.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,1.274,1.353,1.567,1036.03,5200.58,100.00,100.00,76.61,0.292,0.077,51.63,52.21,1.255,1.271,1.556,1.662,51.63,52.21,1.68,1087.82,,,  ,129.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 13: m3C 1.012: +ESI MRM Frag=166.0V CID@8.0 (258.0 -> 126.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.939,1.012,1.215,2850.93,11434.90,100.00,100.00,100.00,0.276,0.059,49.74,60.69,0.931,0.939,1.215,1.231,49.74,49.82,1.57,2900.70,,,  ,126.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 14: D 0.678: +ESI MRM Frag=166.0V CID@25.0 (247.0 -> 97.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.548,0.621,0.638,2511.63,7533.71,19.45,27.59,15.52,0.090,0.048,206.35,2301.49,0.540,0.548,0.630,0.638,83.07,86.54,0.27,2597.54,,,  ,97.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,0.638,0.679,0.915,9102.61,38730.01,100.00,100.00,79.76,0.277,0.059,2301.49,266.43,0.630,0.638,1.062,1.086,105.46,129.98,1.86,9211.67,,,  ,97.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,1.086,1.200,1.371,362.74,2293.47,5.92,3.98,4.72,0.285,0.100,141.45,131.02,1.062,1.086,1.371,1.428,141.45,127.97,1.41,498.81,,,  ,97.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 14: D 0.678: +ESI MRM Frag=166.0V CID@5.0 (247.0 -> 115.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.605,0.678,0.931,43926.49,169401.75,100.00,100.00,91.82,0.326,0.056,127.46,317.73,0.343,0.409,1.021,1.045,117.45,166.01,2.08,44054.88,,,  ,115.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,1.126,1.232,1.492,2487.90,15087.15,8.91,5.66,8.18,0.366,0.094,153.53,93.39,1.126,1.135,1.493,1.509,78.73,93.39,1.49,2570.86,,,  ,115.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 15: Y 0.687: +ESI MRM Frag=166.0V CID@20.0 (245.0 -> 191.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.353,0.401,0.442,500.43,1482.30,10.31,14.88,8.73,0.089,0.051,55.64,275.29,0.319,0.352,0.434,0.450,55.64,56.33,1.29,556.44,,,  ,191.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,0.442,0.475,0.548,268.21,1111.15,7.73,7.98,6.55,0.106,0.079,275.29,88.49,0.434,0.450,0.540,0.556,56.33,57.16,1.99,324.79,,,  ,191.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,0.614,0.687,0.899,3362.96,14380.27,100.00,100.00,84.72,0.285,0.060,103.78,139.77,0.597,0.630,0.866,0.907,57.66,59.89,2.12,3421.19,,,  ,191.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 16: rC 0.647: +ESI MRM Frag=166.0V CID@5.0 (244.0 -> 112.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.590,0.647,0.851,7086947.94,24767833.89,100.00,100.00,100.00,0.261,0.051,61.56,27796.50,0.492,0.581,1.201,1.217,61.56,61.56,2.06,7087009.50,,,  ,112.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 17: acp3U 1.033: +ESI MRM Frag=166.0V CID@10.0 (346.0 -> 214.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.940,1.033,1.277,36876.34,171140.02,100.00,100.00,100.00,0.337,0.071,161.03,136.50,0.869,0.894,1.269,1.358,161.03,120.85,1.35,37026.28,,,  ,214.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 18: m5C 1.012: +ESI MRM Frag=166.0V CID@2.0 (258.0 -> 126.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.931,1.012,1.134,1746.96,7332.41,100.00,100.00,100.00,0.203,0.065,49.49,72.61,0.923,0.931,1.142,1.142,46.18,46.42,1.52,1793.23,,,  ,126.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 19: ncm5U 0.447: +ESI MRM Frag=166.0V CID@12.0 (302.0 -> 153.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.383,0.447,0.593,303.58,1125.86,100.00,100.00,75.25,0.210,0.054,47.28,49.34,0.210,0.382,0.553,0.635,47.28,49.34,1.44,351.49,,,  ,153.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,0.635,0.667,0.741,79.93,229.77,20.41,26.33,15.36,0.106,0.044,48.89,57.22,0.553,0.635,0.773,0.822,48.89,57.22,2.55,131.38,,,  ,153.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,1.163,1.189,1.283,29.02,140.60,12.49,9.56,9.40,0.120,0.093,62.84,63.96,1.132,1.156,1.319,1.425,62.84,63.96,4.10,92.10,,,  ,153.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 19: ncm5U 0.447: +ESI MRM Frag=166.0V CID@4.0 (302.0 -> 170.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.209,0.242,0.275,3.45,6.74,8.77,13.26,2.09,0.066,0.032,46.57,46.44,0.185,0.209,0.300,0.333,46.57,46.44,0.92,49.95,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,0.357,0.365,0.398,3.99,6.34,8.25,15.34,1.96,0.041,0.031,50.11,48.50,0.300,0.333,0.431,0.447,50.11,48.50,3.69,53.78,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,0.454,0.512,0.533,5.76,13.26,17.25,22.14,4.11,0.079,0.028,46.96,50.70,0.431,0.447,0.528,0.536,46.96,50.70,0.65,55.45,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"4" ,0.623,0.651,0.655,4.18,4.81,6.26,16.09,1.49,0.032,0.027,54.11,53.90,0.602,0.618,0.659,0.667,54.11,53.90,0.16,58.12,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"5" ,0.812,0.871,0.909,14.98,41.46,53.96,57.59,12.84,0.097,0.039,50.35,49.94,0.797,0.806,0.903,0.912,50.35,49.94,0.57,65.08,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"6" ,0.913,0.944,1.028,17.38,55.09,71.70,66.83,17.06,0.115,0.057,49.92,49.44,0.903,0.912,1.058,1.066,49.92,49.44,2.44,67.17,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"7" ,1.078,1.115,1.199,26.00,76.83,100.00,100.00,23.80,0.121,0.048,48.51,47.48,1.058,1.066,1.278,1.482,48.51,47.48,1.86,74.20,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"8" ,1.484,1.514,1.539,10.76,18.98,24.70,41.37,5.88,0.054,0.024,47.50,52.26,1.278,1.482,1.522,1.547,47.50,47.27,1.15,58.13,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"9" ,1.539,1.563,1.628,9.89,29.07,37.83,38.03,9.00,0.089,0.061,52.26,48.71,1.522,1.547,1.587,1.620,47.27,46.89,1.40,57.06,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"10" ,1.628,1.661,1.743,14.32,37.11,48.30,55.07,11.50,0.115,0.034,48.71,46.78,1.587,1.620,1.734,1.743,46.89,46.41,0.95,61.08,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"11" ,1.743,1.775,1.808,2.10,3.98,5.18,8.09,1.23,0.065,0.033,46.78,46.14,1.734,1.743,1.800,1.808,46.41,46.13,0.55,48.37,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"12" ,1.808,1.840,1.881,2.40,4.59,5.97,9.24,1.42,0.073,0.031,46.14,45.95,1.800,1.808,1.873,1.881,46.13,45.82,0.82,48.39,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"13" ,1.881,1.914,1.988,3.77,8.98,11.69,14.50,2.78,0.107,0.032,45.95,45.86,1.873,1.881,1.964,2.005,45.82,45.37,1.32,49.45,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"14" ,2.005,2.037,2.112,4.61,15.60,20.30,17.72,4.83,0.107,0.045,45.80,45.72,1.964,2.005,2.112,2.136,45.30,44.84,1.34,49.76,,,  ,170.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 20: hm5C 1.019: +ESI MRM Frag=166.0V CID@4.0 (274.1 -> 142.1) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.211,0.219,0.382,5.62,24.08,5.04,4.23,4.03,0.171,0.073,49.15,45.73,0.211,0.211,0.375,0.456,45.73,45.73,14.08,51.36,,,  ,142.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,0.650,0.677,0.738,13.89,41.09,8.60,10.44,6.88,0.088,0.066,55.00,58.54,0.627,0.636,0.750,0.758,55.00,58.54,2.63,69.96,,,  ,142.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,0.770,0.807,0.832,14.90,29.74,6.22,11.20,4.98,0.061,0.033,59.85,62.32,0.750,0.758,0.840,0.848,59.85,62.32,0.73,76.23,,,  ,142.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"4" ,0.971,1.019,1.120,133.00,477.73,100.00,100.00,79.98,0.150,0.057,66.42,66.42,0.954,0.962,1.125,1.133,66.42,66.42,1.72,199.42,,,  ,142.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"5" ,1.131,1.157,1.199,10.46,24.70,5.17,7.87,4.14,0.069,0.045,66.42,66.42,1.125,1.133,1.198,1.214,66.42,66.42,1.79,76.89,,,  ,142.1,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 21: mnm5s2U 1.188: +ESI MRM Frag=166.0V CID@8.0 (304.0 -> 172.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,1.082,1.188,1.392,1376.05,5954.39,100.00,100.00,100.00,0.309,0.064,53.33,59.24,1.025,1.091,1.408,1.416,52.14,52.14,1.35,1428.19,,,  ,172.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 21: mnm5s2U 1.188: +ESI MRM Frag=166.0V CID@4.0 (304.0 -> 273.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,1.082,1.180,1.286,182.35,794.23,100.00,100.00,100.00,0.203,0.062,50.21,56.40,1.066,1.074,1.277,1.286,45.75,45.75,1.57,228.11,,,  ,273.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 22: rU 1.241: +ESI MRM Frag=166.0V CID@4.0 (245.0 -> 113.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.590,0.647,0.899,319204.25,1138154.47,39.09,63.20,28.10,0.309,0.052,218.89,974.66,0.532,0.589,0.989,1.013,218.89,487.48,2.10,319471.88,,,  ,113.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,1.127,1.241,1.542,505034.09,2911892.69,100.00,100.00,71.90,0.415,0.090,535.41,2002.15,1.103,1.127,1.680,1.697,535.41,672.20,1.31,505606.97,,,  ,113.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 23: s2C 1.361: +ESI MRM Frag=166.0V CID@8.0 (260.0 -> 128.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,1.258,1.361,1.613,32471.18,161356.65,100.00,100.00,100.00,0.355,0.076,62.42,124.62,1.158,1.247,1.719,1.769,62.42,73.62,1.36,32536.84,,,  ,128.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d"," Cpd 24: m1Y 1.500: +ESI MRM Frag=166.0V CID@12.0 (259.0 -> 169.0) 03_A2.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"1" ,0.588,0.637,0.653,17.24,33.02,6.40,15.34,2.69,0.065,0.029,50.24,63.09,0.522,0.571,0.653,0.686,50.24,63.09,0.98,77.09,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"2" ,1.091,1.150,1.166,14.13,28.99,5.62,12.57,2.36,0.075,0.052,67.55,69.40,1.012,1.036,1.166,1.182,67.55,66.70,0.56,81.02,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"3" ,1.166,1.239,1.304,67.41,228.55,44.28,59.98,18.60,0.138,0.053,69.40,70.64,1.166,1.182,1.296,1.304,66.70,65.15,1.01,133.29,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"4" ,1.304,1.329,1.397,14.61,40.23,7.79,13.00,3.27,0.093,0.037,70.64,64.10,1.296,1.304,1.410,1.427,65.15,64.10,2.00,79.48,,,  ,169.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\03_A2.d" ,"5" ,1.443,1.500,1.629,112.39,516.21,100.00,100.00,42.02,0.187,0.075,63.59,61.48,1.410,1.427,1.630,1.662,63.59,61.48,1.46,175.33,,,  ,169.0,,,,,,,,,,,
